minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
38,0.9480000305175781,0.600999984741211,Arthur Theate,Head,Goal,FC Cologne,Eintracht Frankfurt,Farès Chaïbi,0.05724510923027992
50,0.875,0.535,Farès Chaïbi,RightFoot,SavedShot,FC Cologne,Eintracht Frankfurt,Mario Götze,0.37744948267936707
50,0.8440000152587891,0.5470000076293945,Mahmoud Dahoud,LeftFoot,Goal,FC Cologne,Eintracht Frankfurt,,0.065702885389328
54,0.9480000305175781,0.44400001525878907,Mahmoud Dahoud,Head,MissedShots,FC Cologne,Eintracht Frankfurt,Farès Chaïbi,0.06389660388231277
58,0.960999984741211,0.47200000762939454,Jonathan Burkardt,LeftFoot,Goal,FC Cologne,Eintracht Frankfurt,Ritsu Doan,0.6772122979164124
62,0.8919999694824219,0.485,Jonathan Burkardt,RightFoot,Goal,FC Cologne,Eintracht Frankfurt,Ansgar Knauff,0.5917300581932068
79,0.9030000305175782,0.7180000305175781,Sepe Elye Wahi,RightFoot,BlockedShot,FC Cologne,Eintracht Frankfurt,Nathaniel Brown,0.06557843089103699
88,0.885,0.27100000381469724,Farès Chaïbi,RightFoot,MissedShots,FC Cologne,Eintracht Frankfurt,Ellyes Skhiri,0.09946390241384506
1,0.9180000305175782,0.28700000762939454,Farès Chaïbi,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Ritsu Doan,0.04521537572145462
6,0.8159999847412109,0.2929999923706055,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Rasmus Kristensen,0.02697909064590931
11,0.8830000305175781,0.590999984741211,Mario Götze,RightFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Jean Négoce,0.10424846410751343
18,0.7569999694824219,0.5070000076293946,Ellyes Skhiri,LeftFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,,0.021864760667085648
31,0.9569999694824218,0.24600000381469728,Rasmus Kristensen,RightFoot,SavedShot,Eintracht Frankfurt,Wolfsburg,Ritsu Doan,0.03229636326432228
37,0.8080000305175781,0.53,Nathaniel Brown,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Jean Négoce,0.062204379588365555
41,0.93,0.4379999923706055,Arthur Theate,LeftFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,,0.2658291757106781
46,0.7519999694824219,0.72,Farès Chaïbi,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,,0.04389994964003563
46,0.7819999694824219,0.37799999237060544,Rasmus Kristensen,RightFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Ansgar Knauff,0.02354663982987404
63,0.77,0.3120000076293945,Ritsu Doan,LeftFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,,0.05776404216885567
75,0.9540000152587891,0.6029999923706054,Rasmus Kristensen,Head,BlockedShot,Eintracht Frankfurt,Wolfsburg,Farès Chaïbi,0.05485766381025314
78,0.799000015258789,0.6029999923706054,Michy Batshuayi,LeftFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Ansgar Knauff,0.030836336314678192
85,0.7469999694824219,0.43,Mahmoud Dahoud,RightFoot,BlockedShot,Eintracht Frankfurt,Wolfsburg,Arthur Theate,0.022839324548840523
95,0.885,0.5,Michy Batshuayi,RightFoot,Goal,Eintracht Frankfurt,Wolfsburg,,0.75777667760849
97,0.9109999847412109,0.4620000076293945,Ritsu Doan,LeftFoot,MissedShots,Eintracht Frankfurt,Wolfsburg,Michy Batshuayi,0.11035512387752533
0,0.865,0.625999984741211,Farès Chaïbi,LeftFoot,SavedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Michy Batshuayi,0.07572650164365768
19,0.8809999847412109,0.42900001525878906,Ritsu Doan,LeftFoot,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Rasmus Kristensen,0.0962691679596901
21,0.955999984741211,0.44299999237060544,Michy Batshuayi,LeftFoot,MissedShots,RasenBallsport Leipzig,Eintracht Frankfurt,Farès Chaïbi,0.10731980949640274
30,0.875999984741211,0.6830000305175781,Michy Batshuayi,RightFoot,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Nathaniel Brown,0.056923046708106995
30,0.759000015258789,0.53,Mahmoud Dahoud,RightFoot,ShotOnPost,RasenBallsport Leipzig,Eintracht Frankfurt,Ritsu Doan,0.020531175658106804
41,0.8719999694824219,0.39,Farès Chaïbi,LeftFoot,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,,0.06739407777786255
50,0.8,0.69,Jean Négoce,LeftFoot,SavedShot,RasenBallsport Leipzig,Eintracht Frankfurt,Farès Chaïbi,0.023693537339568138
87,0.9469999694824218,0.35400001525878905,Farès Chaïbi,Head,BlockedShot,RasenBallsport Leipzig,Eintracht Frankfurt,,0.025431295856833458
9,0.9109999847412109,0.33599998474121096,Ansgar Knauff,RightFoot,SavedShot,Eintracht Frankfurt,Augsburg,,0.07042098790407181
20,0.899000015258789,0.34599998474121096,Ansgar Knauff,RightFoot,BlockedShot,Eintracht Frankfurt,Augsburg,Ritsu Doan,0.07811088860034943
20,0.8809999847412109,0.40299999237060546,Rasmus Kristensen,RightFoot,BlockedShot,Eintracht Frankfurt,Augsburg,Ritsu Doan,0.08424472063779831
20,0.9109999847412109,0.3110000038146973,Ansgar Knauff,RightFoot,SavedShot,Eintracht Frankfurt,Augsburg,,0.04948665201663971
20,0.9109999847412109,0.529000015258789,Arthur Theate,LeftFoot,MissedShots,Eintracht Frankfurt,Augsburg,,0.43277204036712646
47,0.75,0.590999984741211,Mahmoud Dahoud,RightFoot,MissedShots,Eintracht Frankfurt,Augsburg,Robin Koch,0.023377791047096252
47,0.8969999694824219,0.6,Rasmus Kristensen,Head,MissedShots,Eintracht Frankfurt,Augsburg,Ritsu Doan,0.11943810433149338
67,0.8530000305175781,0.40299999237060546,Ritsu Doan,LeftFoot,Goal,Eintracht Frankfurt,Augsburg,Oscar Højlund,0.10839155316352844
