minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
81,0.924000015258789,0.5570000076293945,Patrick Mainka,Head,MissedShots,St. Pauli,FC Heidenheim,Arijon Ibrahimovic,0.03660207614302635
82,0.874000015258789,0.34400001525878904,Omar Traoré,RightFoot,BlockedShot,St. Pauli,FC Heidenheim,Stefan Schimmer,0.05241983383893967
88,0.8640000152587891,0.590999984741211,Mathias Honsak,LeftFoot,SavedShot,St. Pauli,FC Heidenheim,,0.060595493763685226
88,0.779000015258789,0.6379999923706055,Niklas Dorsch,RightFoot,BlockedShot,St. Pauli,FC Heidenheim,Jonas Föhrenbach,0.022714875638484955
90,0.6869999694824219,0.46599998474121096,Marnon Busch,RightFoot,BlockedShot,St. Pauli,FC Heidenheim,Jonas Föhrenbach,0.013913317583501339
90,0.9109999847412109,0.43599998474121093,Stefan Schimmer,RightFoot,BlockedShot,St. Pauli,FC Heidenheim,Patrick Mainka,0.08609914779663086
91,0.840999984741211,0.6809999847412109,Mathias Honsak,LeftFoot,MissedShots,St. Pauli,FC Heidenheim,,0.017476247623562813
24,0.8030000305175782,0.5109999847412109,Marvin Pieringer,LeftFoot,MissedShots,FC Heidenheim,Bayern Munich,Niklas Dorsch,0.04133697226643562
40,0.925,0.5670000076293945,Marvin Pieringer,LeftFoot,MissedShots,FC Heidenheim,Bayern Munich,Jonas Föhrenbach,0.07660145312547684
55,0.830999984741211,0.4279999923706055,Marvin Pieringer,RightFoot,MissedShots,FC Heidenheim,Bayern Munich,,0.04606017842888832
55,0.9480000305175781,0.5479999923706055,Stefan Schimmer,Head,ShotOnPost,FC Heidenheim,Bayern Munich,Marvin Pieringer,0.5109662413597107
67,0.865,0.4829999923706055,Arijon Ibrahimovic,LeftFoot,MissedShots,FC Heidenheim,Bayern Munich,Niklas Dorsch,0.3156076967716217
69,0.915,0.43,Patrick Mainka,Head,MissedShots,FC Heidenheim,Bayern Munich,Benedikt Gimber,0.21245378255844116
77,0.88,0.6129999923706054,Stefan Schimmer,LeftFoot,SavedShot,FC Heidenheim,Bayern Munich,Mikkel Kaufmann,0.30809301137924194
