minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
63,0.89,0.705,Nicolas Seiwald,RightFoot,BlockedShot,RasenBallsport Leipzig,Bayern Munich,,0.05190703272819519
64,0.8490000152587891,0.4909999847412109,Rômulo,RightFoot,SavedShot,RasenBallsport Leipzig,Bayern Munich,,0.07096483558416367
71,0.9209999847412109,0.35200000762939454,Yan Diomande,RightFoot,SavedShot,RasenBallsport Leipzig,Bayern Munich,Bote Baku,0.2253970056772232
86,0.8469999694824218,0.32099998474121094,Tidiam Gomis,RightFoot,BlockedShot,RasenBallsport Leipzig,Bayern Munich,Bote Baku,0.050704848021268845
93,0.935,0.6419999694824219,Conrad Harder,Head,ShotOnPost,RasenBallsport Leipzig,Bayern Munich,Andrija Maksimovic,0.19702556729316711
93,0.9290000152587891,0.3110000038146973,Bote Baku,RightFoot,BlockedShot,RasenBallsport Leipzig,Bayern Munich,,0.054970912635326385
3,0.9059999847412109,0.624000015258789,Antonio Nusa,RightFoot,BlockedShot,FC Heidenheim,RasenBallsport Leipzig,Bote Baku,0.10052008181810379
21,0.805,0.6709999847412109,Antonio Nusa,RightFoot,MissedShots,FC Heidenheim,RasenBallsport Leipzig,El Chadaille Bitshiabu,0.02890051156282425
52,0.860999984741211,0.3990000152587891,Xaver Schlager,LeftFoot,SavedShot,FC Heidenheim,RasenBallsport Leipzig,Bote Baku,0.08993654698133469
52,0.919000015258789,0.46599998474121096,Christoph Baumgartner,LeftFoot,SavedShot,FC Heidenheim,RasenBallsport Leipzig,,0.11268717795610428
52,0.975,0.5359999847412109,Christoph Baumgartner,Head,BlockedShot,FC Heidenheim,RasenBallsport Leipzig,,0.6725600957870483
52,0.985999984741211,0.5690000152587891,Rômulo,Head,BlockedShot,FC Heidenheim,RasenBallsport Leipzig,,0.08023242652416229
52,0.92,0.6730000305175782,Antonio Nusa,RightFoot,SavedShot,FC Heidenheim,RasenBallsport Leipzig,David Raum,0.06819117069244385
58,0.9059999847412109,0.465,Xaver Schlager,RightFoot,SavedShot,FC Heidenheim,RasenBallsport Leipzig,,0.6179847121238708
61,0.894000015258789,0.34,Bote Baku,LeftFoot,Goal,FC Heidenheim,RasenBallsport Leipzig,Yan Diomande,0.09082391858100891
67,0.855,0.5729999923706055,Antonio Nusa,RightFoot,Goal,FC Heidenheim,RasenBallsport Leipzig,Nicolas Seiwald,0.12889647483825684
69,0.9319999694824219,0.6919999694824219,David Raum,LeftFoot,Goal,FC Heidenheim,RasenBallsport Leipzig,Yan Diomande,0.08602164685726166
